epoch,acc,binary_accuracy,loss,mean_absolute_error,val_acc,val_binary_accuracy,val_loss,val_mean_absolute_error
35,0.83424408025428898,0.83424408025428898,0.37860754229983345,0.26759750106947017,0.75072463699009107,0.75072463699009107,0.54238682052363518,0.32347442922384845
36,0.83616071428571426,0.83616071428571426,0.37935688751084462,0.2691629635436194,0.74005681818181823,0.74005681818181823,0.54168568957935681,0.33007355982607062
37,0.83561020036429867,0.83561020036429867,0.37651996485522538,0.2676351380912767,0.76956521531809929,0.76956521531809929,0.49816407898198001,0.31652985465699346
38,0.83697632058287796,0.83697632058287796,0.37940338834821635,0.26876307424083218,0.73043478450913357,0.73043478450913357,0.54749260570691982,0.33876534303029376
39,0.83424407992858052,0.83424407992858052,0.37723941848577697,0.26743652694646564,0.72898550655530847,0.72898550655530847,0.54710795067358708,0.33128783391869587
40,0.83606557355335287,0.83606557355335287,0.38066074528980776,0.26882201042331633,0.74715909090909094,0.74715909090909094,0.53541380979798059,0.32567830519242719
41,0.8306010928961749,0.8306010928961749,0.3823944041420636,0.27144227995247139,0.7434782587963602,0.7434782587963602,0.54553011275719909,0.32655998554782589
42,0.83333333344190286,0.83333333344190286,0.38334021373958971,0.27193420577136113,0.73478260800458384,0.73478260800458384,0.56656598949777903,0.33750790392143137
43,0.83925318761384338,0.83925318761384338,0.37701489853728665,0.26651030735457093,0.7521739121796428,0.7521739121796428,0.52009361792301789,0.32565028995707412
44,0.83378870652238746,0.83378870652238746,0.38957981529131613,0.27248108061284965,0.734375,0.734375,0.54145004803484131,0.33291935649785126
45,0.84289617497195746,0.84289617497195746,0.37495206717150675,0.26496461223817697,0.7521739139073137,0.7521739139073137,0.52749566306238593,0.3237460162328637
46,0.85154826947248696,0.85154826947248696,0.36322909126733388,0.26208090502599113,0.73043478468190071,0.73043478468190071,0.55287173122599509,0.33425341568131378
47,0.83287795981857082,0.83287795981857082,0.3820599467376542,0.2695451650246028,0.73913043270940371,0.73913043270940371,0.53469496049742771,0.32638053591700567
48,0.83378870663095694,0.83378870663095694,0.37951644055396044,0.26852445024827354,0.73721590909090906,0.73721590909090906,0.54747495055198669,0.33081388338045642
49,0.82695810575519968,0.82695810575519968,0.38513452151216876,0.27211366764834671,0.73188405866208284,0.73188405866208284,0.54944254220395849,0.3315402234809986
